date_id,n,median_g0,hill_alpha
0,16980,6.1877290743485185,2.433558222238877
13,17829,10.391479992001717,2.835840145306804
26,16980,10.822817489523995,3.192108434938188
39,19527,6.965800662175043,2.5752036764141852
52,16980,7.664839871340721,2.4846107071478762
65,23772,4.99820844704429,2.9324244768637153
78,15282,11.02261643047964,1.9848389357359404
91,28017,8.60968663804049,2.4731281095720283
104,31413,8.873504349817987,2.3673921446743664
117,25470,7.3776740593215635,2.645481389435962
130,26319,11.254455020083178,2.888202143682083
143,31413,9.511732277824823,3.184951464103719
156,28017,12.095816620864394,2.84892925488845
169,32262,8.413885880667596,2.317154787756406
182,30564,9.542007439503877,2.68655629662162
195,32262,7.724236750510307,2.198625677578575
208,32262,9.915728351440416,1.582285803033635
221,32262,10.496426898812754,2.479214807615346
234,32262,9.251031418543604,2.8415267395102357
247,33111,8.76848461418985,2.633114341065919
260,33960,8.9945858713738,2.6670030999744974
273,33960,11.455513949287347,2.629471300646853
286,33111,7.729465218742848,2.5435354124830427
299,33960,8.452243296245998,2.6662968701962253
312,33960,9.49297548735525,1.4947467988555325
325,33960,13.612585729534416,2.728017120615496
338,33111,11.54330224797301,2.1301112038446437
351,33111,10.519049270465203,2.9393137290839286
364,33111,11.042101484486134,2.352599753891095
377,33111,12.962252067212516,3.3158477492997407
390,33111,9.126036602369023,2.7159674926592468
403,33111,14.088156059383817,2.5716226307943533
416,33960,9.403067231741948,2.348984988232151
429,33111,11.161904043676403,3.295696562797591
442,33960,12.433348074841174,3.607993373440983
455,33960,10.602956899518603,2.1283401194681635
468,33960,7.45831039099757,2.7941218518840873
481,33960,8.180484105488496,2.6965787031680217
494,40000,5.150887314934021,3.1393330771621817
507,40000,9.468527923014033,3.2267433525847316
520,40000,9.111554239059716,3.193977628916237
533,40000,7.895347006505844,2.7477296064776606
546,40000,9.59772623284475,2.4955692268916163
559,40000,11.12695295978736,2.9419452758113187
572,40000,5.564155474237273,2.7042678592970644
585,40000,7.198926518639607,2.9637815812880253
598,40000,8.411376140499534,3.0649600920662454
611,40000,6.618592352990269,3.5743644432449413
624,40000,7.673543053417607,3.0718899864800964
637,40000,8.878624543687321,3.381790378684768
650,40000,8.329310474180696,3.133379292726141
663,40000,9.37825786481049,3.083313094206781
676,40000,8.392105163206459,3.7480041987183883
689,40000,6.699177300866918,3.0788775514552555
702,40000,7.745709031356187,2.4983589339459398
715,40000,6.190511038604254,2.583209897365062
728,40000,5.323138209287318,2.2829890329696036
741,40000,9.245642605768762,3.2181700920694682
754,40000,9.132799679064064,2.3793338131051445
767,40000,11.147429536495483,2.6057253061403753
780,40000,12.824795286082733,2.814157850014075
793,40000,10.32662408379414,2.933554443697773
806,40000,5.968819726233525,1.811868014123532
819,40000,6.456358175132701,2.039502607214267
832,40000,5.375507900078109,2.43472795503639
845,40000,7.291045076044615,2.3334673980904603
858,40000,7.481005583943173,2.7273180418884184
871,40000,10.20087400716278,2.0281308727390197
884,40000,15.349827676047159,2.509464481109015
897,40000,7.687540108663361,2.7734088014253104
910,40000,5.586422889931596,2.2280588882898695
923,40000,6.890211402711914,2.0354365445253366
936,40000,8.065106154736949,1.9092606952290985
949,40000,16.29000092793961,3.2330434749051586
962,40000,12.974748799759539,2.8536082512799745
975,40000,9.867290339981086,2.718322223730699
988,40000,11.297718712110191,1.8773097446021585
1001,40000,12.394943702766296,3.0565364764886973
1014,40000,11.385419754715809,2.808611310640191
1027,40000,18.036333482797488,2.0269365264642984
1040,40000,13.603611850559837,2.797352550415788
1053,40000,8.979186852274498,2.5768200638616285
1066,40000,6.367937291759832,2.982859871562826
1079,40000,6.737889675774074,3.2123511830019034
1092,40000,6.21401789739142,2.427432715433398
1105,40000,10.104976221418987,2.7655581738761073
1118,40000,7.2827623592334145,3.44619093122088
1131,40000,7.816550586069241,2.5599409396027752
1144,40000,6.468129743475259,2.4595797761536757
1157,40000,8.768369341482305,3.248805230708884
1170,40000,8.489384600412357,3.013568673509194
1183,40000,10.528451223885465,3.2792218957728223
1196,40000,13.381100628804207,2.5742780004833463
1209,40000,10.726909345032649,3.473568974350781
1222,40000,10.74913645825363,2.889462373756914
1235,40000,5.602104577051782,2.981499928664426
1248,40000,6.986503427067415,2.9088487417575695
1261,40000,10.165490587314657,1.8218250020101296
1274,40000,6.371793499192801,2.3163992499887054
1287,40000,9.480846739160727,2.7065559830918713
1300,40000,10.039425145878312,2.8582766633514796
1313,40000,9.925834383007906,4.230426366534262
1326,40000,9.371734406390846,2.483399106047458
1339,40000,7.659265987166101,2.2684803657716253
1352,40000,6.88701957416634,2.3027163990432777
1365,40000,8.655683169595337,2.5049540512662816
1378,40000,14.92821995086642,2.823648418255387
1391,40000,19.249844912067452,2.316491529223156
1404,40000,12.80615610102345,2.8831340144127666
1417,40000,11.47578254224641,2.757792377895785
1430,40000,15.334793925036955,2.4181641109639744
1443,40000,16.189372767086702,2.0027350063844276
1456,40000,18.67902310526804,2.466059882981848
1469,40000,21.635118859020295,3.732583177636011
1482,40000,16.383302560637325,2.252928365766391
1495,40000,10.957958977044404,2.3605914917421305
1508,40000,10.889529801741675,2.4201259472845233
1521,40000,9.181766052577924,2.7308687915109187
1534,40000,8.538447221605523,2.4947487807548785
1547,40000,9.309759447200712,1.7252162204955719
1560,40000,10.747253223681513,2.656790734233943
1573,40000,12.203200018956984,3.0005743719312683
1586,40000,13.214262155341395,2.695661896051656
1599,40000,18.456373250395558,3.649285896436668
1612,40000,16.60007761959291,2.683033631907051
1625,40000,16.83253062435393,2.304741627549601
1638,40000,12.758597490339056,3.0151250894081034
1651,40000,8.9521875149915,2.011558809164206
1664,40000,12.635862497259737,2.8267803364106907
1677,40000,8.058073832622338,2.432463995895486
1690,40000,9.145795645283837,2.3046633800243645
