feature,count,null_count,null_pct,mean,std,min,q25,median,q75,max,unique
feature_00,43945286,3182052,7.240940473114682,0.5738325715065002,1.3274130821228027,-5.794128894805908,-0.3325972259044647,0.40578311681747437,1.261608362197876,6.477002143859863,33358770
feature_01,43945286,3182052,7.240940473114682,0.010192000307142735,1.0849405527114868,-5.7415924072265625,-0.7210978269577026,0.0073416586965322495,0.7293766140937805,6.292391300201416,33524951
feature_02,43945286,3182052,7.240940473114682,0.5731024742126465,1.3228697776794434,-5.726009845733643,-0.32982760667800903,0.4070410430431366,1.2586222887039185,6.490264892578125,33334910
feature_03,43945286,3182052,7.240940473114682,0.5727449655532837,1.3228492736816406,-5.601889610290527,-0.33047252893447876,0.40639805793762207,1.2586822509765625,6.69562292098999,33341632
feature_04,43945286,3182052,7.240940473114682,-0.0008522310527041554,1.0371884107589722,-5.799879550933838,-0.7067508101463318,0.0022758664563298225,0.7037091851234436,6.164159774780273,33427243
feature_05,47127338,0,0.0,-0.03837982192635536,1.0201199054718018,-25.350399017333984,-0.487579882144928,-0.05649171769618988,0.3906223475933075,35.72622299194336,37278574
feature_06,47127338,0,0.0,-0.005057963076978922,1.0658355951309204,-58.60436248779297,-0.4239908754825592,-0.009067093953490257,0.4029504358768463,93.64405822753906,37756839
feature_07,47127338,0,0.0,-0.013839288614690304,1.0586329698562622,-39.085357666015625,-0.4581097960472107,-0.03312671184539795,0.399752676486969,54.94160842895508,37440136
feature_08,46827091,300247,0.6411822592182803,0.0824672058224678,0.97370445728302,-15.566864967346191,-0.383698046207428,0.0667487233877182,0.5457755327224731,21.695173263549805,36651966
feature_09,47127338,0,0.0,32.76299157826398,23.897101884096724,2.0,11.0,30.0,50.0,82.0,22
feature_10,47127338,0,0.0,4.875799350262474,3.036513500276485,1.0,3.0,4.0,7.0,12.0,9
feature_11,47127338,0,0.0,170.6931200527388,164.52305391117272,9.0,59.0,76.0,230.0,539.0,31
feature_12,47127338,0,0.0,-0.03897322714328766,0.9313502907752991,-1.9130783081054688,-0.5023190975189209,-0.24165302515029907,0.1511593610048294,139.4184112548828,32754583
feature_13,47127338,0,0.0,-0.02664243057370186,0.9035109877586365,-0.9216116666793823,-0.38158708810806274,-0.25070279836654663,0.013215544633567333,381.2022399902344,28747583
feature_14,47127338,0,0.0,-0.04121823608875275,0.9276183247566223,-1.3991261720657349,-0.4770127236843109,-0.26326125860214233,0.09610318392515182,169.1188201904297,31186227
feature_15,45918039,1209299,2.633603320908369,-0.2512185871601105,0.9164963364601135,-1.6887439489364624,-0.7029900550842285,-0.49427467584609985,-0.1588066816329956,111.07955169677734,26473310
feature_16,47127077,261,0.0005538217445567439,-0.20489007234573364,0.8914344906806946,-1.760566234588623,-0.6195376515388489,-0.4390484392642975,-0.13340425491333008,220.13247680664062,26807751
feature_17,46925500,201838,0.43012434603786853,-0.24280789494514465,0.9112608432769775,-1.731826663017273,-0.6871142983436584,-0.4852036237716675,-0.15568500757217407,134.50064086914062,26758860
feature_18,47127112,226,0.00047955410465211617,-0.008926521055400372,1.0359675884246826,-6.000733852386475,-0.7034621834754944,0.013223017565906048,0.6893256306648254,5.8253703117370605,35297267
feature_19,47127112,226,0.00047955410465211617,-0.03189372643828392,1.060218095779419,-5.772067070007324,-0.7353846430778503,-0.019893497228622437,0.6974462270736694,5.972392559051514,35265292
feature_20,47127338,0,0.0,-0.2097044587135315,0.9055274128913879,-4.620031356811523,-0.7536826133728027,-0.2032666951417923,0.32507890462875366,5.421158790588379,50363
feature_21,38691353,8435985,21.803282506042112,0.037686534225940704,0.8876199722290039,-0.5586370229721069,-0.19219058752059937,-0.07163360714912415,0.13648337125778198,161.4867706298828,40465
feature_22,47127338,0,0.0,0.06790624558925629,0.9798381328582764,-2.602897882461548,-0.6591053009033203,-0.0902259424328804,0.6878042817115784,4.128448963165283,50366
feature_23,47127338,0,0.0,0.07220282405614853,0.9401640892028809,-2.5850107669830322,-0.6723824739456177,-0.07428119331598282,0.777812123298645,3.243720054626465,50353
feature_24,47127338,0,0.0,0.5722866058349609,1.4496294260025024,-3.2349352836608887,-0.43041324615478516,0.35928404331207275,1.3349108695983887,10.744451522827148,50366
feature_25,47127338,0,0.0,0.09257649630308151,1.020206332206726,-2.178431272506714,-0.7245977520942688,-0.09264613687992096,0.7924690842628479,4.136297225952148,50363
feature_26,38691353,8435985,21.803282506042112,-0.04924396425485611,1.0592124462127686,-3.4510562419891357,-0.8076541423797607,-0.038530781865119934,0.4637323319911957,4.862732887268066,40468
feature_27,38691353,8435985,21.803282506042112,-0.23443421721458435,1.0581203699111938,-3.4755444526672363,-1.0580769777297974,-0.3056626319885254,0.5804332494735718,2.643550395965576,40458
feature_28,47127338,0,0.0,-0.15554293990135193,1.038650631904602,-4.063898086547852,-0.9219735860824585,-0.20368577539920807,0.6370643377304077,2.8809099197387695,50360
feature_29,47127338,0,0.0,-0.21531341969966888,0.8782222270965576,-1.5957297086715698,-0.657958984375,-0.4917939007282257,-0.16500073671340942,7.534705638885498,50329
feature_30,47127338,0,0.0,-0.2576000690460205,0.9273629784584045,-1.6706933975219727,-0.7333168983459473,-0.521970808506012,-0.15938448905944824,9.410682678222656,50326
feature_31,38691353,8435985,21.803282506042112,0.03616547957062721,0.7373812794685364,-0.5034983158111572,-0.19334614276885986,-0.0707777589559555,0.13645575940608978,127.9803695678711,40463
feature_32,46648881,478457,1.0256558994416178,0.42054927349090576,1.2645262479782104,-5.841329097747803,-0.46338826417922974,0.37653687596321106,1.2679414749145508,6.007875919342041,34364420
feature_33,46648881,478457,1.0256558994416178,-0.015208663418889046,0.9883196353912354,-5.449079990386963,-0.6536980867385864,-0.013906783424317837,0.6224100589752197,5.9967570304870605,35381624
feature_34,47127338,0,0.0,0.4469281733036041,1.3022007942199707,-5.3013410568237305,-0.46334826946258545,0.38577547669410706,1.2966355085372925,5.069967269897461,34719501
feature_35,47127338,0,0.0,0.44508883357048035,1.2982161045074463,-4.889822483062744,-0.4625958800315857,0.3850709795951843,1.2943464517593384,5.371406078338623,34715055
feature_36,47127338,0,0.0,0.00180626951623708,0.9331350326538086,-5.161081314086914,-0.6099647283554077,0.0010294499807059765,0.6117135882377625,5.700727462768555,35476783
feature_37,47126489,849,0.001801534589177649,0.03725363314151764,0.9337519407272339,-14.927837371826172,-0.43002986907958984,0.00564006669446826,0.4675534665584564,31.505529403686523,36970483
feature_38,47127338,0,0.0,0.045619454234838486,0.9295743703842163,-29.195837020874023,-0.42920953035354614,0.027596671134233475,0.49376896023750305,26.22109031677246,36834841
feature_39,42826689,4300649,10.041983399650624,0.03008371964097023,0.928206205368042,-5.605367660522461,-0.609055757522583,-0.0036145790945738554,0.6418723464012146,5.585662841796875,32762192
feature_40,47059482,67856,0.14419198239368636,0.015741176903247833,0.8448081612586975,-5.280773162841797,-0.49940043687820435,0.026786454021930695,0.5247326493263245,5.473479270935059,35945660
feature_41,46034326,1093012,2.3743412687306424,0.041923750191926956,0.8759226202964783,-5.018599510192871,-0.5067641139030457,0.017452873289585114,0.5917227864265442,5.24800968170166,35173899
feature_42,42826689,4300649,10.041983399650624,-0.06303919851779938,0.9329694509506226,-5.358384609222412,-0.673711359500885,-0.023026244714856148,0.5737036466598511,5.1484832763671875,32826007
feature_43,47059482,67856,0.14419198239368636,-0.053905606269836426,0.8484952449798584,-5.158490180969238,-0.5751794576644897,-0.07475900650024414,0.4604921042919159,5.151496887207031,35774581
feature_44,46034326,1093012,2.3743412687306424,-0.08035094290971756,0.8821293115615845,-5.854245662689209,-0.6327715516090393,-0.06325007975101471,0.46673598885536194,4.940858364105225,35214913
feature_45,46810175,317163,0.6775514084277617,0.02337714284658432,0.9583895206451416,-5.72733211517334,-0.6374897956848145,0.022421153262257576,0.6766913533210754,5.223100662231445,34945324
feature_46,46810175,317163,0.6775514084277617,-0.04295474663376808,0.9815272092819214,-5.315288066864014,-0.7134666442871094,-0.02285417541861534,0.6505347490310669,4.685758590698242,34818085
feature_47,47127251,87,0.0001846065665913762,-0.010571206919848919,1.171834111213684,-49.94655990600586,-0.32869771122932434,0.009950433857738972,0.32756274938583374,1019.1138305664062,37720672
feature_48,47127338,0,0.0,-0.0017195114633068442,0.8593862652778625,-311.418212890625,-0.18894292414188385,-0.003375215223059058,0.19182966649532318,487.6096496582031,39941750
feature_49,47127338,0,0.0,-0.004012641496956348,0.88283771276474,-109.71406555175781,-0.2857966721057892,-0.001303680008277297,0.29467716813087463,147.35853576660156,38242792
feature_50,42873240,4254098,9.922501774999978,-0.07570815831422806,1.0278912782669067,-5.3156585693359375,-0.7792283296585083,-0.07654628157615662,0.6249191164970398,5.9398674964904785,32747057
feature_51,47113533,13805,0.029301559702601798,-0.0975748598575592,0.9239302277565002,-5.316484451293945,-0.7110815644264221,-0.1719701737165451,0.4808814823627472,5.809254169464111,34943569
feature_52,46082440,1044898,2.267453719898512,-0.10389180481433868,1.0044307708740234,-5.356530666351318,-0.8167616128921509,-0.12591058015823364,0.5718860626220703,5.672062873840332,34345852
feature_53,42873240,4254098,9.922501774999978,0.07496076077222824,1.0367379188537598,-5.353856086730957,-0.6287162899971008,0.08455156534910202,0.7910873293876648,5.705533504486084,32722758
feature_54,47113533,13805,0.029301559702601798,0.04852677881717682,0.914435088634491,-5.606055736541748,-0.5137699246406555,0.10219252854585648,0.6251106262207031,5.173213958740234,35553751
feature_55,46082440,1044898,2.267453719898512,0.08681382238864899,0.9992883205413818,-5.69846773147583,-0.5834661722183228,0.11490827798843384,0.7964589595794678,5.216464519500732,34340646
feature_56,47127112,226,0.00047955410465211617,-0.02832784689962864,0.9984834790229797,-5.528082370758057,-0.6952648162841797,-0.0157398022711277,0.6504742503166199,5.696933746337891,35289936
feature_57,47127112,226,0.00047955410465211617,0.027874287217855453,1.0361899137496948,-5.369931221008301,-0.6832377910614014,0.020897727459669113,0.7356608510017395,5.5147247314453125,35169390
feature_58,46648886,478452,1.025645071138462,-0.015197686851024628,0.951424241065979,-36.40674591064453,-0.3905601501464844,0.0054765380918979645,0.3859269320964813,58.441505432128906,37325975
feature_59,47127338,0,0.0,-0.0025453187990933657,0.9469801783561707,-169.92288208007812,-0.21913883090019226,-0.00322581990621984,0.22386859357357025,256.86737060546875,39882112
feature_60,47127338,0,0.0,-0.006650385446846485,0.95210862159729,-62.63672637939453,-0.32878825068473816,0.000400459481170401,0.3387230634689331,120.78543090820312,38271221
feature_61,47127338,0,0.0,0.012387778609991074,1.1122825145721436,-5.740418434143066,-0.7154409885406494,0.03493018075823784,0.7477105259895325,5.746196746826172,1699
feature_62,46834511,292827,0.6252376586146058,-0.1795782595872879,0.7926296591758728,-0.9324980974197388,-0.39424750208854675,-0.29999056458473206,-0.1547151803970337,392.2069091796875,24016795
feature_63,46899772,227566,0.4852177106532629,-0.14525416493415833,0.7183806896209717,-0.8344459533691406,-0.3614804744720459,-0.276134192943573,-0.13975493609905243,162.32070922851562,24177518
feature_64,46889675,237663,0.5068557203691432,-0.16655628383159637,0.7242992520332336,-0.9524887204170227,-0.3791261911392212,-0.28931644558906555,-0.14966456592082977,159.49893188476562,24028420
feature_65,46810175,317163,0.6775514084277617,-0.0431523472070694,1.045629858970642,-5.220600605010986,-0.7633387446403503,-0.027499157935380936,0.66536545753479,5.786397933959961,35010001
feature_66,46810175,317163,0.6775514084277617,-0.05011756345629692,1.065956711769104,-5.906377792358398,-0.769659698009491,-0.043402690440416336,0.6888064742088318,5.66807746887207,34948342
feature_67,47127338,0,0.0,-0.0426035076379776,0.9159205555915833,-1.6981940269470215,-0.49494558572769165,-0.25335198640823364,0.12493830174207687,93.8479232788086,32174367
feature_68,47127338,0,0.0,-0.023995330557227135,0.8820241689682007,-0.7404090166091919,-0.3266312777996063,-0.22962647676467896,-0.027538221329450607,336.0369567871094,27263361
feature_69,47127338,0,0.0,-0.04050200432538986,0.9076916575431824,-1.3218590021133423,-0.44590941071510315,-0.2620431184768677,0.05826147645711899,121.07611083984375,30428840
feature_70,47127338,0,0.0,-0.032991502434015274,0.9422785043716431,-1.8945375680923462,-0.5019011497497559,-0.2289700210094452,0.1725245863199234,167.66854858398438,33174868
feature_71,47127338,0,0.0,-0.021157147362828255,0.8863760232925415,-0.8259843587875366,-0.3546976149082184,-0.23945735394954681,0.00597761943936348,735.5928955078125,28255488
feature_72,47127338,0,0.0,-0.03668196126818657,0.9309288859367371,-1.4011220932006836,-0.48294657468795776,-0.2582223415374756,0.11800704896450043,216.2628936767578,31489283
