symbol_id,null_pct
0,3.1052157812767573
1,3.080806970705421
2,2.696390358715252
3,2.6471451878375056
4,0.576564971326134
5,0.8172002996012407
6,0.573693887793464
7,3.1138306287147737
8,3.0728647188122564
9,3.1961819302092715
10,2.905765531269053
11,2.584384321612333
12,2.9686575976699823
13,2.931352086469915
14,2.516490650402377
15,2.173343411816369
16,3.10151392006791
17,2.696405735449262
18,0.5739984528792409
19,3.0427045552993532
20,0.804782451762767
21,0.9151627995779448
22,0.8124655562376744
23,0.7931248350485179
24,0.5689019313363151
25,0.8180031635932262
26,0.817926986948522
27,0.5754342339885583
28,0.5804398563423852
29,0.8104156605458046
30,2.2669155724101944
31,0.5676976275365229
32,0.5823524758942537
33,2.9998962311685866
34,2.6579359450766322
35,0.5733833390082245
36,1.1697776535831363
37,1.1931116015030825
38,3.137074707356206
